,count added,count deleted,added - deleted,abs(added - deleted)
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,1.0,1.0,0.0,0.0
ab,1.0,1.0,0.0,0.0
abdullah,1.0,1.0,0.0,0.0
abe,1.0,1.0,0.0,0.0
abstract_id=1220342,1.0,1.0,0.0,0.0
abt,1.0,1.0,0.0,0.0
abuse.jpg|som,1.0,1.0,0.0,0.0
accentu,1.0,1.0,0.0,0.0
accur,1.0,1.0,0.0,0.0
acorn,1.0,1.0,0.0,0.0
acquir,1.0,1.0,0.0,0.0
"actions,",1.0,1.0,0.0,0.0
admir,1.0,1.0,0.0,0.0
admitt,1.0,1.0,0.0,0.0
adolf,1.0,1.0,0.0,0.0
advent,1.0,1.0,0.0,0.0
aesop,1.0,1.0,0.0,0.0
affection-lov,1.0,1.0,0.0,0.0
affliction.,1.0,1.0,0.0,0.0
aflam,1.0,1.0,0.0,0.0
afraid,1.0,1.0,0.0,0.0
afterward,1.0,1.0,0.0,0.0
agent’,1.0,1.0,0.0,0.0
agnostic/atheist,1.0,1.0,0.0,0.0
agnostics/ahtheist,1.0,1.0,0.0,0.0
agreement,1.0,1.0,0.0,0.0
aif,1.0,1.0,0.0,0.0
ajw9ofaja3jqilafsdji,1.0,1.0,0.0,0.0
ako'i,1.0,1.0,0.0,0.0
alan,1.0,1.0,0.0,0.0
alcohol|thank,1.0,1.0,0.0,0.0
allevi,1.0,1.0,0.0,0.0
alongsid,1.0,1.0,0.0,0.0
alpha,1.0,1.0,0.0,0.0
"also,",1.0,1.0,0.0,0.0
amazon,1.0,1.0,0.0,0.0
ambit,1.0,1.0,0.0,0.0
amit,1.0,1.0,0.0,0.0
amongst,1.0,1.0,0.0,0.0
amotz,1.0,1.0,0.0,0.0
andi,1.0,1.0,0.0,0.0
andmb,1.0,1.0,0.0,0.0
angri,1.0,1.0,0.0,0.0
anguish,1.0,1.0,0.0,0.0
animal-rabid,1.0,1.0,0.0,0.0
annoy,1.0,1.0,0.0,0.0
anonym,1.0,1.0,0.0,0.0
anorexia,1.0,1.0,0.0,0.0
anthropomorph,1.0,1.0,0.0,0.0
anti-religi,1.0,1.0,0.0,0.0
antónio,1.0,1.0,0.0,0.0
anybodi,1.0,1.0,0.0,0.0
"anymore,",1.0,1.0,0.0,0.0
anyon,1.0,1.0,0.0,0.0
anyways..,1.0,1.0,0.0,0.0
anywher,1.0,1.0,0.0,0.0
apart.|frank,1.0,1.0,0.0,0.0
applaud,1.0,1.0,0.0,0.0
appluad,1.0,1.0,0.0,0.0
appro,1.0,1.0,0.0,0.0
approach/avoid,1.0,1.0,0.0,0.0
arabian,1.0,1.0,0.0,0.0
arguecat3|arguecat3,1.0,1.0,0.0,0.0
arrahim,1.0,1.0,0.0,0.0
arrahmani,1.0,1.0,0.0,0.0
arshw,1.0,1.0,0.0,0.0
art_id=vn20050521144248393c833347,1.0,1.0,0.0,0.0
arthur,1.0,1.0,0.0,0.0
articlewith,1.0,1.0,0.0,0.0
artikelen,1.0,1.0,0.0,0.0
asjkdhjkdh,1.0,1.0,0.0,0.0
aspirations.jpg|thumb|a,1.0,1.0,0.0,0.0
ass-fuck,1.0,1.0,0.0,0.0
asshol,1.0,1.0,0.0,0.0
assign,1.0,1.0,0.0,0.0
assimil,1.0,1.0,0.0,0.0
astray,1.0,1.0,0.0,0.0
asumst,1.0,1.0,0.0,0.0
asymmetr,1.0,1.0,0.0,0.0
atheist:,1.0,1.0,0.0,0.0
atheistprincipl,1.0,1.0,0.0,0.0
atheists/agnost,1.0,1.0,0.0,0.0
aton,1.0,1.0,0.0,0.0
atop,1.0,1.0,0.0,0.0
attack,1.0,1.0,0.0,0.0
attent,1.0,1.0,0.0,0.0
attention_whore|attent,1.0,1.0,0.0,0.0
au/ethics-vs-morality-the-distinction-between-ethics-and-morals/,1.0,1.0,0.0,0.0
australian,1.0,1.0,0.0,0.0
austrian,1.0,1.0,0.0,0.0
author=,1.0,1.0,0.0,0.0
autonom,1.0,1.0,0.0,0.0
aveng,1.0,1.0,0.0,0.0
avers,1.0,1.0,0.0,0.0
aversion/desir,1.0,1.0,0.0,0.0
awesom,1.0,1.0,0.0,0.0
b/tard|nev,1.0,1.0,0.0,0.0
b6lc,1.0,1.0,0.0,0.0
babbi,1.0,1.0,0.0,0.0
babe,1.0,1.0,0.0,0.0
baboy,1.0,1.0,0.0,0.0
backtothekitchen.jpg|no,1.0,1.0,0.0,0.0
backtothekitchen2.jpg|center|400px|,1.0,1.0,0.0,0.0
bacon,1.0,1.0,0.0,0.0
badger,1.0,1.0,0.0,0.0
bagiuo.uminit,1.0,1.0,0.0,0.0
baho,1.0,1.0,0.0,0.0
balanc,1.0,1.0,0.0,0.0
banno,1.0,1.0,0.0,0.0
barrel,1.0,1.0,0.0,0.0
barter,1.0,1.0,0.0,0.0
basement,1.0,1.0,0.0,0.0
bataga,1.0,1.0,0.0,0.0
bathrooms==,1.0,1.0,0.0,0.0
batshit,1.0,1.0,0.0,0.0
bead,1.0,1.0,0.0,0.0
bean,1.0,1.0,0.0,0.0
bear,1.0,1.0,0.0,0.0
beatthebitch.jpg|thumb|advic,1.0,1.0,0.0,0.0
bec,1.0,1.0,0.0,0.0
becki,1.0,1.0,0.0,0.0
bed,1.0,1.0,0.0,0.0
behaviour”,1.0,1.0,0.0,0.0
beliefspoooooooooooo,1.0,1.0,0.0,0.0
benchood,1.0,1.0,0.0,0.0
beneath,1.0,1.0,0.0,0.0
berumen,1.0,1.0,0.0,0.0
beth,1.0,1.0,0.0,0.0
betweeasdddasdwerwerwrsfdsafdsdavcxxvcgn,1.0,1.0,0.0,0.0
biber,1.0,1.0,0.0,0.0
bible==,1.0,1.0,0.0,0.0
bigotri,1.0,1.0,0.0,0.0
bild,1.0,1.0,0.0,0.0
billi,1.0,1.0,0.0,0.0
bismi,1.0,1.0,0.0,0.0
bit,1.0,1.0,0.0,0.0
bitch.jpg,1.0,1.0,0.0,0.0
bitch.jpg|lazi,1.0,1.0,0.0,0.0
bizarr,1.0,1.0,0.0,0.0
bless,1.0,1.0,0.0,0.0
blindli,1.0,1.0,0.0,0.0
bljl,1.0,1.0,0.0,0.0
blow|issu,1.0,1.0,0.0,0.0
bn,1.0,1.0,0.0,0.0
boethiu,1.0,1.0,0.0,0.0
boiii,1.0,1.0,0.0,0.0
"bonds,",1.0,1.0,0.0,0.0
bone,1.0,1.0,0.0,0.0
boob,1.0,1.0,0.0,0.0
boobi,1.0,1.0,0.0,0.0
borh,1.0,1.0,0.0,0.0
bout,1.0,1.0,0.0,0.0
breen,1.0,1.0,0.0,0.0
breivik,1.0,1.0,0.0,0.0
brilliant,1.0,1.0,0.0,0.0
broad,1.0,1.0,0.0,0.0
broker,1.0,1.0,0.0,0.0
brownish,1.0,1.0,0.0,0.0
bruis,1.0,1.0,0.0,0.0
brute,1.0,1.0,0.0,0.0
bshari,1.0,1.0,0.0,0.0
bud,1.0,1.0,0.0,0.0
buddi,1.0,1.0,0.0,0.0
buffalo,1.0,1.0,0.0,0.0
buffi,1.0,1.0,0.0,0.0
bug,1.0,1.0,0.0,0.0
built-in,1.0,1.0,0.0,0.0
bum,1.0,1.0,0.0,0.0
bunch,1.0,1.0,0.0,0.0
butthurt|hyperjeal,1.0,1.0,0.0,0.0
c3,1.0,1.0,0.0,0.0
caesar’,1.0,1.0,0.0,0.0
calvinist,1.0,1.0,0.0,0.0
campu,1.0,1.0,0.0,0.0
canin,1.0,1.0,0.0,0.0
capitol,1.0,1.0,0.0,0.0
caprici,1.0,1.0,0.0,0.0
capulet,1.0,1.0,0.0,0.0
carl,1.0,1.0,0.0,0.0
"cars,",1.0,1.0,0.0,0.0
"cash,",1.0,1.0,0.0,0.0
catch,1.0,1.0,0.0,0.0
catsouras|do,1.0,1.0,0.0,0.0
caught,1.0,1.0,0.0,0.0
cccamfone.jpg|whit,1.0,1.0,0.0,0.0
cd,1.0,1.0,0.0,0.0
cee,1.0,1.0,0.0,0.0
celi,1.0,1.0,0.0,0.0
cement,1.0,1.0,0.0,0.0
cg||cumdumpstergallery|center|,1.0,1.0,0.0,0.0
chair,1.0,1.0,0.0,0.0
challenges.,1.0,1.0,0.0,0.0
chamber,1.0,1.0,0.0,0.0
chanpheakdey,1.0,1.0,0.0,0.0
chao,1.0,1.0,0.0,0.0
characteris,1.0,1.0,0.0,0.0
chasten,1.0,1.0,0.0,0.0
chastiti,1.0,1.0,0.0,0.0
cheap,1.0,1.0,0.0,0.0
check,1.0,1.0,0.0,0.0
cheek,1.0,1.0,0.0,0.0
cheer,1.0,1.0,0.0,0.0
cheetah,1.0,1.0,0.0,0.0
chef,1.0,1.0,0.0,0.0
chemic,1.0,1.0,0.0,0.0
chicken,1.0,1.0,0.0,0.0
chieftain,1.0,1.0,0.0,0.0
child:,1.0,1.0,0.0,0.0
chip,1.0,1.0,0.0,0.0
chiristian,1.0,1.0,0.0,0.0
chloe,1.0,1.0,0.0,0.0
cho-,1.0,1.0,0.0,0.0
choice.jpg|notic,1.0,1.0,0.0,0.0
chord,1.0,1.0,0.0,0.0
chri,1.0,1.0,0.0,0.0
christ,1.0,1.0,0.0,0.0
chuck,1.0,1.0,0.0,0.0
cime,1.0,1.0,0.0,0.0
circumstanti,1.0,1.0,0.0,0.0
"cited,",1.0,1.0,0.0,0.0
cixi,1.0,1.0,0.0,0.0
clau,1.0,1.0,0.0,0.0
click,1.0,1.0,0.0,0.0
click_id=13,1.0,1.0,0.0,0.0
clinic,1.0,1.0,0.0,0.0
clip,1.0,1.0,0.0,0.0
cloth,1.0,1.0,0.0,0.0
club,1.0,1.0,0.0,0.0
co-op,1.0,1.0,0.0,0.0
coaster.jpg|how,1.0,1.0,0.0,0.0
coerc,1.0,1.0,0.0,0.0
coincident,1.0,1.0,0.0,0.0
cole,1.0,1.0,0.0,0.0
colley,1.0,1.0,0.0,0.0
color,1.0,1.0,0.0,0.0
comino,1.0,1.0,0.0,0.0
commemer,1.0,1.0,0.0,0.0
companion,1.0,1.0,0.0,0.0
compart,1.0,1.0,0.0,0.0
compassion,1.0,1.0,0.0,0.0
compet,1.0,1.0,0.0,0.0
compli,1.0,1.0,0.0,0.0
compon,1.0,1.0,0.0,0.0
concentr,1.0,1.0,0.0,0.0
conditon,1.0,1.0,0.0,0.0
conduit,1.0,1.0,0.0,0.0
congram,1.0,1.0,0.0,0.0
consquent,1.0,1.0,0.0,0.0
constrain,1.0,1.0,0.0,0.0
construct|soci,1.0,1.0,0.0,0.0
content/r30712pn2q513456,1.0,1.0,0.0,0.0
"continent,",1.0,1.0,0.0,0.0
contributions/125.60.241.203|125.60.241.203,1.0,1.0,0.0,0.0
conundrum,1.0,1.0,0.0,0.0
cookie_monster|,1.0,1.0,0.0,0.0
copypasta==,1.0,1.0,0.0,0.0
cosmopolitan,1.0,1.0,0.0,0.0
counterparts.,1.0,1.0,0.0,0.0
counterproduct,1.0,1.0,0.0,0.0
countless,1.0,1.0,0.0,0.0
coutur,1.0,1.0,0.0,0.0
coverage.jpg|400px,1.0,1.0,0.0,0.0
coward’,1.0,1.0,0.0,0.0
cracka,1.0,1.0,0.0,0.0
craig,1.0,1.0,0.0,0.0
cream,1.0,1.0,0.0,0.0
creas,1.0,1.0,0.0,0.0
cristian,1.0,1.0,0.0,0.0
criticism_of_ath,1.0,1.0,0.0,0.0
crock,1.0,1.0,0.0,0.0
cross-nat,1.0,1.0,0.0,0.0
crusad,1.0,1.0,0.0,0.0
culture.,1.0,1.0,0.0,0.0
cum,1.0,1.0,0.0,0.0
cunt,1.0,1.0,0.0,0.0
cunt.jpg,1.0,1.0,0.0,0.0
cunthol,1.0,1.0,0.0,0.0
currenc,1.0,1.0,0.0,0.0
cut,1.0,1.0,0.0,0.0
cutur,1.0,1.0,0.0,0.0
cycl,1.0,1.0,0.0,0.0
d.boyarkin,1.0,1.0,0.0,0.0
d/o,1.0,1.0,0.0,0.0
dabog,1.0,1.0,0.0,0.0
daig,1.0,1.0,0.0,0.0
dale,1.0,1.0,0.0,0.0
dalisay,1.0,1.0,0.0,0.0
damásio,1.0,1.0,0.0,0.0
danasia,1.0,1.0,0.0,0.0
dang,1.0,1.0,0.0,0.0
darken,1.0,1.0,0.0,0.0
data_access/data/datasets/social_capital_community_survey.html,1.0,1.0,0.0,0.0
daw,1.0,1.0,0.0,0.0
db-nonsens,1.0,1.0,0.0,0.0
db|it,1.0,1.0,0.0,0.0
deadass,1.0,1.0,0.0,0.0
dear,1.0,1.0,0.0,0.0
debtor,1.0,1.0,0.0,0.0
decemb,1.0,1.0,0.0,0.0
deep,1.0,1.0,0.0,0.0
deer,1.0,1.0,0.0,0.0
defeat,1.0,1.0,0.0,0.0
defenc,1.0,1.0,0.0,0.0
defense/offens,1.0,1.0,0.0,0.0
"definite,",1.0,1.0,0.0,0.0
defnd,1.0,1.0,0.0,0.0
deinit,1.0,1.0,0.0,0.0
deion_sanders|,1.0,1.0,0.0,0.0
deiti,1.0,1.0,0.0,0.0
dekan,1.0,1.0,0.0,0.0
delay,1.0,1.0,0.0,0.0
delet,1.0,1.0,0.0,0.0
delici,1.0,1.0,0.0,0.0
delight,1.0,1.0,0.0,0.0
"delinquency,38,3-21",1.0,1.0,0.0,0.0
demean,1.0,1.0,0.0,0.0
denomin,1.0,1.0,0.0,0.0
denounc,1.0,1.0,0.0,0.0
denver,1.0,1.0,0.0,0.0
depat,1.0,1.0,0.0,0.0
deploy,1.0,1.0,0.0,0.0
desic,1.0,1.0,0.0,0.0
despair,1.0,1.0,0.0,0.0
determinist,1.0,1.0,0.0,0.0
devi,1.0,1.0,0.0,0.0
devin,1.0,1.0,0.0,0.0
di,1.0,1.0,0.0,0.0
dickhi,1.0,1.0,0.0,0.0
dickish,1.0,1.0,0.0,0.0
differentsof,1.0,1.0,0.0,0.0
dike,1.0,1.0,0.0,0.0
diment,1.0,1.0,0.0,0.0
dimidiatu,1.0,1.0,0.0,0.0
diminish,1.0,1.0,0.0,0.0
dinner,1.0,1.0,0.0,0.0
dinnerbeatyahoo_copy.jpg|yahoo,1.0,1.0,0.0,0.0
dip,1.0,1.0,0.0,0.0
disavow,1.0,1.0,0.0,0.0
discard,1.0,1.0,0.0,0.0
discover,1.0,1.0,0.0,0.0
discret,1.0,1.0,0.0,0.0
disguised-egocentr,1.0,1.0,0.0,0.0
dispos,1.0,1.0,0.0,0.0
dissent,1.0,1.0,0.0,0.0
distibut,1.0,1.0,0.0,0.0
distincand,1.0,1.0,0.0,0.0
distinguish2|,1.0,1.0,0.0,0.0
dna,1.0,1.0,0.0,0.0
dnt,1.0,1.0,0.0,0.0
do:,1.0,1.0,0.0,0.0
docid=-4901573185101691995,1.0,1.0,0.0,0.0
doctor,1.0,1.0,0.0,0.0
doesnt,1.0,1.0,0.0,0.0
dogma,1.0,1.0,0.0,0.0
"doing,",1.0,1.0,0.0,0.0
"dominated,",1.0,1.0,0.0,0.0
don,1.0,1.0,0.0,0.0
donat,1.0,1.0,0.0,0.0
donkey,1.0,1.0,0.0,0.0
donn,1.0,1.0,0.0,0.0
doom,1.0,1.0,0.0,0.0
drawback,1.0,1.0,0.0,0.0
dream,1.0,1.0,0.0,0.0
droppeth,1.0,1.0,0.0,0.0
drug|drug,1.0,1.0,0.0,0.0
dt,1.0,1.0,0.0,0.0
dual,1.0,1.0,0.0,0.0
dubiou,1.0,1.0,0.0,0.0
duboi,1.0,1.0,0.0,0.0
duce,1.0,1.0,0.0,0.0
dude,1.0,1.0,0.0,0.0
duel,1.0,1.0,0.0,0.0
dumbass,1.0,1.0,0.0,0.0
dumber,1.0,1.0,0.0,0.0
dumpster,1.0,1.0,0.0,0.0
eachoth,1.0,1.0,0.0,0.0
earlier,1.0,1.0,0.0,0.0
easiliy,1.0,1.0,0.0,0.0
economist,1.0,1.0,0.0,0.0
ecosystem,1.0,1.0,0.0,0.0
ed.jpg|thumb|thi,1.0,1.0,0.0,0.0
education==,1.0,1.0,0.0,0.0
eeew,1.0,1.0,0.0,0.0
effect|,1.0,1.0,0.0,0.0
ehe,1.0,1.0,0.0,0.0
eight,1.0,1.0,0.0,0.0
einstein,1.0,1.0,0.0,0.0
elder,1.0,1.0,0.0,0.0
"electricity,",1.0,1.0,0.0,0.0
elev,1.0,1.0,0.0,0.0
ell,1.0,1.0,0.0,0.0
elsfuckevi,1.0,1.0,0.0,0.0
embrac,1.0,1.0,0.0,0.0
emili,1.0,1.0,0.0,0.0
emo,1.0,1.0,0.0,0.0
empric,1.0,1.0,0.0,0.0
emt,1.0,1.0,0.0,0.0
encount,1.0,1.0,0.0,0.0
endeavor,1.0,1.0,0.0,0.0
endeavour,1.0,1.0,0.0,0.0
"engendered,",1.0,1.0,0.0,0.0
enigmat,1.0,1.0,0.0,0.0
enlist,1.0,1.0,0.0,0.0
entic,1.0,1.0,0.0,0.0
ergo,1.0,1.0,0.0,0.0
erranc,1.0,1.0,0.0,0.0
etc.,1.0,1.0,0.0,0.0
evil.psd.jpg,1.0,1.0,0.0,0.0
evolutioari,1.0,1.0,0.0,0.0
evolution===,1.0,1.0,0.0,0.0
evolutionarili,1.0,1.0,0.0,0.0
evolutionist,1.0,1.0,0.0,0.0
evon,1.0,1.0,0.0,0.0
ex,1.0,1.0,0.0,0.0
exam,1.0,1.0,0.0,0.0
examplefarm,1.0,1.0,0.0,0.0
exce,1.0,1.0,0.0,0.0
exchang,1.0,1.0,0.0,0.0
excus,1.0,1.0,0.0,0.0
expectnoth,1.0,1.0,0.0,0.0
expens,1.0,1.0,0.0,0.0
expert,1.0,1.0,0.0,0.0
expert-subject|1=philosophy‎|date=april,1.0,1.0,0.0,0.0
expier,1.0,1.0,0.0,0.0
explait,1.0,1.0,0.0,0.0
explanations|altru,1.0,1.0,0.0,0.0
explor,1.0,1.0,0.0,0.0
exposur,1.0,1.0,0.0,0.0
f=11,1.0,1.0,0.0,0.0
fabl,1.0,1.0,0.0,0.0
fables|aesop,1.0,1.0,0.0,0.0
facepalm,1.0,1.0,0.0,0.0
fact:,1.0,1.0,0.0,0.0
"factories,",1.0,1.0,0.0,0.0
factual,1.0,1.0,0.0,0.0
fact|far,1.0,1.0,0.0,0.0
fag,1.0,1.0,0.0,0.0
fag|fabio,1.0,1.0,0.0,0.0
fag|homosexu,1.0,1.0,0.0,0.0
failur,1.0,1.0,0.0,0.0
fail|los,1.0,1.0,0.0,0.0
fail|womankind,1.0,1.0,0.0,0.0
fairli,1.0,1.0,0.0,0.0
fajklaw,1.0,1.0,0.0,0.0
fanci,1.0,1.0,0.0,0.0
fanni,1.0,1.0,0.0,0.0
farrel,1.0,1.0,0.0,0.0
fart,1.0,1.0,0.0,0.0
fascin,1.0,1.0,0.0,0.0
fascist,1.0,1.0,0.0,0.0
fate,1.0,1.0,0.0,0.0
fb..,1.0,1.0,0.0,0.0
fck,1.0,1.0,0.0,0.0
fckkkkkkkk,1.0,1.0,0.0,0.0
feast,1.0,1.0,0.0,0.0
feature=rel,1.0,1.0,0.0,0.0
fece,1.0,1.0,0.0,0.0
fenc,1.0,1.0,0.0,0.0
ferrier,1.0,1.0,0.0,0.0
feud,1.0,1.0,0.0,0.0
fgrdsjj,1.0,1.0,0.0,0.0
fickl,1.0,1.0,0.0,0.0
fiction,1.0,1.0,0.0,0.0
fifni,1.0,1.0,0.0,0.0
fifty-thousand,1.0,1.0,0.0,0.0
file:1921ajmalkhan.jpg|250px,1.0,1.0,0.0,0.0
filipino,1.0,1.0,0.0,0.0
film,1.0,1.0,0.0,0.0
finger,1.0,1.0,0.0,0.0
"first,",1.0,1.0,0.0,0.0
fischel,1.0,1.0,0.0,0.0
fistfight,1.0,1.0,0.0,0.0
fitness..,1.0,1.0,0.0,0.0
fitness_,1.0,1.0,0.0,0.0
fittest,1.0,1.0,0.0,0.0
fix,1.0,1.0,0.0,0.0
fjijfmv,1.0,1.0,0.0,0.0
fk52556,1.0,1.0,0.0,0.0
flatteri,1.0,1.0,0.0,0.0
flawlessli,1.0,1.0,0.0,0.0
fli,1.0,1.0,0.0,0.0
flight-fight,1.0,1.0,0.0,0.0
flock,1.0,1.0,0.0,0.0
flow,1.0,1.0,0.0,0.0
fogarti,1.0,1.0,0.0,0.0
footer,1.0,1.0,0.0,0.0
fore,1.0,1.0,0.0,0.0
forese,1.0,1.0,0.0,0.0
forev,1.0,1.0,0.0,0.0
formerli,1.0,1.0,0.0,0.0
frac|,1.0,1.0,0.0,0.0
frame-work,1.0,1.0,0.0,0.0
franch,1.0,1.0,0.0,0.0
frandsen,1.0,1.0,0.0,0.0
freeload,1.0,1.0,0.0,0.0
french,1.0,1.0,0.0,0.0
fri,1.0,1.0,0.0,0.0
"friends,",1.0,1.0,0.0,0.0
frostcloud.com,1.0,1.0,0.0,0.0
frown,1.0,1.0,0.0,0.0
fruit,1.0,1.0,0.0,0.0
fsjidfisdjc,1.0,1.0,0.0,0.0
fuckin,1.0,1.0,0.0,0.0
fucktard,1.0,1.0,0.0,0.0
fuli,1.0,1.0,0.0,0.0
fulli,1.0,1.0,0.0,0.0
fun,1.0,1.0,0.0,0.0
funni,1.0,1.0,0.0,0.0
fusion,1.0,1.0,0.0,0.0
g4tv,1.0,1.0,0.0,0.0
gambler,1.0,1.0,0.0,0.0
game-theoret,1.0,1.0,0.0,0.0
"gardens,",1.0,1.0,0.0,0.0
gaukrog,1.0,1.0,0.0,0.0
gaukroger|first=,1.0,1.0,0.0,0.0
gb2,1.0,1.0,0.0,0.0
gb2kitchen.jpg|,1.0,1.0,0.0,0.0
gb2work,1.0,1.0,0.0,0.0
gd,1.0,1.0,0.0,0.0
geen,1.0,1.0,0.0,0.0
genit,1.0,1.0,0.0,0.0
genitalia,1.0,1.0,0.0,0.0
genocid,1.0,1.0,0.0,0.0
gentleman,1.0,1.0,0.0,0.0
geometri,1.0,1.0,0.0,0.0
geometrywoman.jpg|thi,1.0,1.0,0.0,0.0
german,1.0,1.0,0.0,0.0
germani,1.0,1.0,0.0,0.0
getlaid,1.0,1.0,0.0,0.0
gh,1.0,1.0,0.0,0.0
ghj,1.0,1.0,0.0,0.0
ghjghjghj,1.0,1.0,0.0,0.0
ghn,1.0,1.0,0.0,0.0
ghost,1.0,1.0,0.0,0.0
giggl,1.0,1.0,0.0,0.0
gipper,1.0,1.0,0.0,0.0
gjghj,1.0,1.0,0.0,0.0
glad,1.0,1.0,0.0,0.0
glu,1.0,1.0,0.0,0.0
glue,1.0,1.0,0.0,0.0
goal,1.0,1.0,0.0,0.0
goddamn,1.0,1.0,0.0,0.0
godless,1.0,1.0,0.0,0.0
godwin,1.0,1.0,0.0,0.0
gokhale.jpg|250px,1.0,1.0,0.0,0.0
gomez,1.0,1.0,0.0,0.0
gon,1.0,1.0,0.0,0.0
good.|stutt,1.0,1.0,0.0,0.0
goodness_and_value_theori,1.0,1.0,0.0,0.0
google.com/book,1.0,1.0,0.0,0.0
goon|ev,1.0,1.0,0.0,0.0
gopal,1.0,1.0,0.0,0.0
gospel,1.0,1.0,0.0,0.0
government/economi,1.0,1.0,0.0,0.0
graf,1.0,1.0,0.0,0.0
grand,1.0,1.0,0.0,0.0
grant,1.0,1.0,0.0,0.0
grapevin,1.0,1.0,0.0,0.0
graph,1.0,1.0,0.0,0.0
gray,1.0,1.0,0.0,0.0
greed,1.0,1.0,0.0,0.0
"green,",1.0,1.0,0.0,0.0
grill,1.0,1.0,0.0,0.0
gro,1.0,1.0,0.0,0.0
groom,1.0,1.0,0.0,0.0
gross,1.0,1.0,0.0,0.0
grouper,1.0,1.0,0.0,0.0
grub,1.0,1.0,0.0,0.0
grudg,1.0,1.0,0.0,0.0
grutter,1.0,1.0,0.0,0.0
guard,1.0,1.0,0.0,0.0
guess,1.0,1.0,0.0,0.0
guidanc,1.0,1.0,0.0,0.0
guild,1.0,1.0,0.0,0.0
gullibl,1.0,1.0,0.0,0.0
gut,1.0,1.0,0.0,0.0
guy.friend,1.0,1.0,0.0,0.0
haa,1.0,1.0,0.0,0.0
habagat,1.0,1.0,0.0,0.0
hah,1.0,1.0,0.0,0.0
hahah,1.0,1.0,0.0,0.0
hahahahahhaamuhahahahaha,1.0,1.0,0.0,0.0
hahahahhahahahhahahahahhaha,1.0,1.0,0.0,0.0
halachah|jewish,1.0,1.0,0.0,0.0
hamilton,1.0,1.0,0.0,0.0
hammer,1.0,1.0,0.0,0.0
"hand,",1.0,1.0,0.0,0.0
hannah,1.0,1.0,0.0,0.0
happin,1.0,1.0,0.0,0.0
hard.th,1.0,1.0,0.0,0.0
harrison,1.0,1.0,0.0,0.0
harvard,1.0,1.0,0.0,0.0
hava,1.0,1.0,0.0,0.0
hawk,1.0,1.0,0.0,0.0
hawkin,1.0,1.0,0.0,0.0
headdress,1.0,1.0,0.0,0.0
heat,1.0,1.0,0.0,0.0
heavili,1.0,1.0,0.0,0.0
hebrew,1.0,1.0,0.0,0.0
hedon,1.0,1.0,0.0,0.0
hedonisticali,1.0,1.0,0.0,0.0
hehuqanzpf0,1.0,1.0,0.0,0.0
